timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2024-08-18T00:00:00.000Z,2024-08-18T23:59:59.999Z,2024-08-18T12:47:00.000Z,2024-08-18T04:32:00.000Z,2781,2614.109501,2684.031103,2596.735001,2613.357179,9207267415,3.14268E+11,2024-08-18T23:59:59.999Z
2024-08-17T00:00:00.000Z,2024-08-17T23:59:59.999Z,2024-08-17T17:08:00.000Z,2024-08-17T00:20:00.000Z,2781,2593.166987,2626.672955,2588.78509,2614.546768,6676568717,3.14429E+11,2024-08-17T23:59:59.999Z
2024-08-16T00:00:00.000Z,2024-08-16T23:59:59.999Z,2024-08-16T18:05:00.000Z,2024-08-16T01:23:00.000Z,2781,2570.08512,2629.383663,2553.071496,2593.186443,13275561555,3.11904E+11,2024-08-16T23:59:59.999Z
2024-08-15T00:00:00.000Z,2024-08-15T23:59:59.999Z,2024-08-15T15:58:00.000Z,2024-08-15T20:57:00.000Z,2781,2662.885405,2675.314475,2518.67055,2570.08773,16345801912,3.09122E+11,2024-08-15T23:59:59.999Z
2024-08-14T00:00:00.000Z,2024-08-14T23:59:59.999Z,2024-08-14T12:31:00.000Z,2024-08-14T14:13:00.000Z,2781,2703.586864,2775.280966,2636.705234,2662.914791,15825365408,3.20278E+11,2024-08-14T23:59:59.999Z
2024-08-13T00:00:00.000Z,2024-08-13T23:59:59.999Z,2024-08-13T02:02:00.000Z,2024-08-13T10:25:00.000Z,2781,2724.303507,2737.990371,2613.801349,2703.671846,16383053029,3.25167E+11,2024-08-13T23:59:59.999Z
2024-08-12T00:00:00.000Z,2024-08-12T23:59:59.999Z,2024-08-12T23:21:00.000Z,2024-08-12T00:35:00.000Z,2781,2553.496605,2749.135009,2513.394163,2724.431859,21653090666,3.27653E+11,2024-08-12T23:59:59.999Z
2024-08-11T00:00:00.000Z,2024-08-11T23:59:59.999Z,2024-08-11T09:21:00.000Z,2024-08-11T20:39:00.000Z,2781,2609.969703,2718.797725,2544.174772,2553.25224,13595441987,3.07104E+11,2024-08-11T23:59:59.999Z
2024-08-10T00:00:00.000Z,2024-08-10T23:59:59.999Z,2024-08-10T11:40:00.000Z,2024-08-10T00:44:00.000Z,2781,2599.582241,2642.925729,2580.661937,2610.022848,9361014219,3.13889E+11,2024-08-10T23:59:59.999Z
2024-08-09T00:00:00.000Z,2024-08-09T23:59:59.999Z,2024-08-09T04:11:00.000Z,2024-08-09T16:05:00.000Z,2781,2683.719998,2706.451235,2555.229529,2599.598584,17907141655,3.12634E+11,2024-08-09T23:59:59.999Z
2024-08-08T00:00:00.000Z,2024-08-08T23:59:59.999Z,2024-08-08T22:59:00.000Z,2024-08-08T00:35:00.000Z,2781,2336.914969,2721.954498,2322.529498,2683.352798,23468291180,3.22747E+11,2024-08-08T23:59:59.999Z
2024-08-07T00:00:00.000Z,2024-08-07T23:59:59.999Z,2024-08-07T10:37:00.000Z,2024-08-07T20:53:00.000Z,2781,2458.988906,2551.560686,2312.168693,2336.589375,24264218606,2.81035E+11,2024-08-07T23:59:59.999Z
2024-08-06T00:00:00.000Z,2024-08-06T23:59:59.999Z,2024-08-06T14:20:00.000Z,2024-08-06T00:00:00.000Z,2781,2417.269748,2553.581079,2416.527009,2458.72387,26041995921,2.95711E+11,2024-08-06T23:59:59.999Z
2024-08-05T00:00:00.000Z,2024-08-05T23:59:59.999Z,2024-08-05T00:06:00.000Z,2024-08-05T01:12:00.000Z,2781,2686.027498,2695.886656,2122.546236,2417.206184,67668132244,2.907E+11,2024-08-05T23:59:59.999Z
2024-08-04T00:00:00.000Z,2024-08-04T23:59:59.999Z,2024-08-04T02:35:00.000Z,2024-08-04T17:45:00.000Z,2781,2903.088632,2931.471751,2639.566726,2686.398861,21139601426,3.23015E+11,2024-08-04T23:59:59.999Z
2024-08-03T00:00:00.000Z,2024-08-03T23:59:59.999Z,2024-08-03T12:32:00.000Z,2024-08-03T21:10:00.000Z,2781,2985.950879,3015.296052,2861.177554,2903.385703,17844091431,3.49111E+11,2024-08-03T23:59:59.999Z
2024-08-02T00:00:00.000Z,2024-08-02T23:59:59.999Z,2024-08-02T00:20:00.000Z,2024-08-02T21:32:00.000Z,2781,3201.599383,3214.527062,2965.733959,2986.013153,21400241741,3.5907E+11,2024-08-02T23:59:59.999Z
2024-08-01T00:00:00.000Z,2024-08-01T23:59:59.999Z,2024-08-01T00:11:00.000Z,2024-08-01T18:46:00.000Z,2781,3231.248666,3241.777327,3078.543878,3201.564447,20217639556,3.84997E+11,2024-08-01T23:59:59.999Z
2024-07-31T00:00:00.000Z,2024-07-31T23:59:59.999Z,2024-07-31T13:43:00.000Z,2024-07-31T21:31:00.000Z,2781,3278.686596,3347.63659,3216.071707,3231.295707,16135380637,3.88556E+11,2024-07-31T23:59:59.999Z
2024-07-30T00:00:00.000Z,2024-07-30T23:59:59.999Z,2024-07-30T13:21:00.000Z,2024-07-30T20:11:00.000Z,2781,3320.635191,3365.322564,3235.759968,3278.667793,14045773047,3.94254E+11,2024-07-30T23:59:59.999Z
2024-07-29T00:00:00.000Z,2024-07-29T23:59:59.999Z,2024-07-29T10:33:00.000Z,2024-07-29T16:33:00.000Z,2781,3271.453464,3396.625755,3257.715615,3320.53921,18334852719,3.99234E+11,2024-07-29T23:59:59.999Z
2024-07-28T00:00:00.000Z,2024-07-28T23:59:59.999Z,2024-07-28T18:31:00.000Z,2024-07-28T05:11:00.000Z,2781,3247.507305,3283.152142,3201.763294,3271.464636,8959236446,3.93323E+11,2024-07-28T23:59:59.999Z
2024-07-27T00:00:00.000Z,2024-07-27T23:59:59.999Z,2024-07-27T13:47:00.000Z,2024-07-27T20:26:00.000Z,2781,3275.891709,3327.426494,3195.356738,3247.607982,15198233287,3.90442E+11,2024-07-27T23:59:59.999Z
2024-07-26T00:00:00.000Z,2024-07-26T23:59:59.999Z,2024-07-26T23:25:00.000Z,2024-07-26T00:36:00.000Z,2781,3174.051052,3285.76093,3172.777173,3275.951424,15993893521,3.93855E+11,2024-07-26T23:59:59.999Z
2024-07-25T00:00:00.000Z,2024-07-25T23:59:59.999Z,2024-07-25T00:25:00.000Z,2024-07-25T20:14:00.000Z,2781,3336.362309,3341.438456,3088.76449,3174.427315,25293745810,3.81611E+11,2024-07-25T23:59:59.999Z
2024-07-24T00:00:00.000Z,2024-07-24T23:59:59.999Z,2024-07-24T00:12:00.000Z,2024-07-24T21:13:00.000Z,2781,3482.151959,3487.653057,3304.039213,3336.339424,16040945448,4.01125E+11,2024-07-24T23:59:59.999Z
2024-07-23T00:00:00.000Z,2024-07-23T23:59:59.999Z,2024-07-23T09:36:00.000Z,2024-07-23T17:02:00.000Z,2781,3440.76842,3539.531735,3395.420892,3481.995954,24468405650,4.18653E+11,2024-07-23T23:59:59.999Z
2024-07-22T00:00:00.000Z,2024-07-22T23:59:59.999Z,2024-07-22T00:49:00.000Z,2024-07-22T23:13:00.000Z,2781,3536.627172,3560.075505,3425.795747,3440.419892,18723199034,4.13678E+11,2024-07-22T23:59:59.999Z
2024-07-21T00:00:00.000Z,2024-07-21T23:59:59.999Z,2024-07-21T22:06:00.000Z,2024-07-21T18:13:00.000Z,2781,3519.426557,3546.619238,3415.443789,3536.60544,13845913681,4.25203E+11,2024-07-21T23:59:59.999Z
2024-07-20T00:00:00.000Z,2024-07-20T23:59:59.999Z,2024-07-20T17:49:00.000Z,2024-07-20T01:55:00.000Z,2781,3505.721336,3539.904292,3482.488908,3519.295344,10360198325,4.23127E+11,2024-07-20T23:59:59.999Z
2024-07-19T00:00:00.000Z,2024-07-19T23:59:59.999Z,2024-07-19T19:24:00.000Z,2024-07-19T08:28:00.000Z,2781,3425.90881,3540.588346,3377.877575,3505.734841,17705629736,4.21472E+11,2024-07-19T23:59:59.999Z
2024-07-18T00:00:00.000Z,2024-07-18T23:59:59.999Z,2024-07-18T13:20:00.000Z,2024-07-18T16:04:00.000Z,2781,3388.030068,3488.715655,3374.99043,3426.258591,15035622003,4.11914E+11,2024-07-18T23:59:59.999Z
2024-07-17T00:00:00.000Z,2024-07-17T23:59:59.999Z,2024-07-17T01:18:00.000Z,2024-07-17T16:43:00.000Z,2781,3446.736719,3516.10421,3379.099525,3388.752373,16739123962,4.074E+11,2024-07-17T23:59:59.999Z
2024-07-16T00:00:00.000Z,2024-07-16T23:59:59.999Z,2024-07-16T00:09:00.000Z,2024-07-16T08:34:00.000Z,2781,3486.144073,3498.219053,3351.779683,3443.513502,20446664416,4.13978E+11,2024-07-16T23:59:59.999Z
2024-07-15T00:00:00.000Z,2024-07-15T23:59:59.999Z,2024-07-15T23:43:00.000Z,2024-07-15T00:11:00.000Z,2781,3246.131698,3494.098276,3235.776148,3489.552687,18305490390,4.19507E+11,2024-07-15T23:59:59.999Z
2024-07-14T00:00:00.000Z,2024-07-14T23:59:59.999Z,2024-07-14T23:25:00.000Z,2024-07-14T02:43:00.000Z,2781,3176.741455,3266.487656,3166.43107,3244.079092,10517709666,3.89989E+11,2024-07-14T23:59:59.999Z
2024-07-13T00:00:00.000Z,2024-07-13T23:59:59.999Z,2024-07-13T23:19:00.000Z,2024-07-13T04:48:00.000Z,2781,3134.550631,3199.989539,3115.080299,3177.198639,8565105946,3.81942E+11,2024-07-13T23:59:59.999Z
2024-07-12T00:00:00.000Z,2024-07-12T23:59:59.999Z,2024-07-12T17:26:00.000Z,2024-07-12T10:21:00.000Z,2781,3099.990015,3154.601597,3048.508119,3134.158663,12751638331,3.76761E+11,2024-07-12T23:59:59.999Z
2024-07-11T00:00:00.000Z,2024-07-11T23:59:59.999Z,2024-07-11T12:52:00.000Z,2024-07-11T03:22:00.000Z,2781,3101.335253,3208.938501,3057.21925,3100.330753,15230095766,3.72688E+11,2024-07-11T23:59:59.999Z
2024-07-10T00:00:00.000Z,2024-07-10T23:59:59.999Z,2024-07-10T16:15:00.000Z,2024-07-10T01:06:00.000Z,2781,3066.137268,3148.40756,3026.608404,3102.218794,14578679176,3.72909E+11,2024-07-10T23:59:59.999Z
2024-07-09T00:00:00.000Z,2024-07-09T23:59:59.999Z,2024-07-09T08:45:00.000Z,2024-07-09T00:32:00.000Z,2781,3018.803314,3105.800439,3005.522306,3064.032884,15269945822,3.68313E+11,2024-07-09T23:59:59.999Z
2024-07-08T00:00:00.000Z,2024-07-08T23:59:59.999Z,2024-07-08T09:03:00.000Z,2024-07-08T01:22:00.000Z,2781,2929.861641,3090.664541,2826.481719,3018.732032,22627377457,3.62861E+11,2024-07-08T23:59:59.999Z
2024-07-07T00:00:00.000Z,2024-07-07T23:59:59.999Z,2024-07-07T02:20:00.000Z,2024-07-07T23:51:00.000Z,2781,3067.405144,3072.814391,2923.959143,2929.387232,10857947538,3.52115E+11,2024-07-07T23:59:59.999Z
2024-07-06T00:00:00.000Z,2024-07-06T23:59:59.999Z,2024-07-06T21:06:00.000Z,2024-07-06T02:10:00.000Z,2781,2981.988103,3080.107505,2957.395709,3069.377928,11586293705,3.68934E+11,2024-07-06T23:59:59.999Z
2024-07-05T00:00:00.000Z,2024-07-05T23:59:59.999Z,2024-07-05T00:51:00.000Z,2024-07-05T09:12:00.000Z,2781,3057.833167,3106.15262,2826.014408,2981.598696,31131942647,3.58379E+11,2024-07-05T23:59:59.999Z
2024-07-04T00:00:00.000Z,2024-07-04T23:59:59.999Z,2024-07-04T00:43:00.000Z,2024-07-04T23:59:00.000Z,2781,3291.81776,3309.203632,3054.521964,3054.521964,20252514386,3.67139E+11,2024-07-04T23:59:59.999Z
2024-07-03T00:00:00.000Z,2024-07-03T23:59:59.999Z,2024-07-03T00:48:00.000Z,2024-07-03T21:00:00.000Z,2781,3416.254883,3426.332186,3254.521149,3292.916787,16121324440,3.95787E+11,2024-07-03T23:59:59.999Z
2024-07-02T00:00:00.000Z,2024-07-02T23:59:59.999Z,2024-07-02T04:33:00.000Z,2024-07-02T14:43:00.000Z,2781,3439.381356,3459.761382,3399.026109,3416.354728,9421757718,4.10617E+11,2024-07-02T23:59:59.999Z
2024-07-01T00:00:00.000Z,2024-07-01T23:59:59.999Z,2024-07-01T02:01:00.000Z,2024-07-01T22:27:00.000Z,2781,3432.607481,3513.31082,3425.323148,3440.341625,12281551839,4.13492E+11,2024-07-01T23:59:59.999Z
2024-06-30T00:00:00.000Z,2024-06-30T23:59:59.999Z,2024-06-30T22:30:00.000Z,2024-06-30T02:53:00.000Z,2781,3373.075634,3453.211521,3352.284518,3432.88909,8396416013,4.12589E+11,2024-06-30T23:59:59.999Z
2024-06-29T00:00:00.000Z,2024-06-29T23:59:59.999Z,2024-06-29T07:46:00.000Z,2024-06-29T22:56:00.000Z,2781,3373.690013,3401.730209,3369.552849,3372.967862,6584792001,4.05379E+11,2024-06-29T23:59:59.999Z
2024-06-28T00:00:00.000Z,2024-06-28T23:59:59.999Z,2024-06-28T01:58:00.000Z,2024-06-28T22:34:00.000Z,2781,3445.49878,3482.957589,3363.437601,3373.63594,12861158844,4.05453E+11,2024-06-28T23:59:59.999Z
2024-06-27T00:00:00.000Z,2024-06-27T23:59:59.999Z,2024-06-27T14:15:00.000Z,2024-06-27T00:29:00.000Z,2781,3368.886148,3470.923144,3362.264658,3444.800538,11771834016,4.13999E+11,2024-06-27T23:59:59.999Z
2024-06-26T00:00:00.000Z,2024-06-26T23:59:59.999Z,2024-06-26T02:18:00.000Z,2024-06-26T17:11:00.000Z,2781,3394.373374,3421.509438,3328.390724,3369.4772,11694054195,4.0494E+11,2024-06-26T23:59:59.999Z
2024-06-25T00:00:00.000Z,2024-06-25T23:59:59.999Z,2024-06-25T15:22:00.000Z,2024-06-25T01:36:00.000Z,2781,3350.555611,3422.213424,3335.556771,3395.029005,13235546063,4.08004E+11,2024-06-25T23:59:59.999Z
2024-06-24T00:00:00.000Z,2024-06-24T23:59:59.999Z,2024-06-24T00:43:00.000Z,2024-06-24T16:54:00.000Z,2781,3418.783142,3430.699,3244.24147,3350.256351,23137744903,4.02549E+11,2024-06-24T23:59:59.999Z
2024-06-23T00:00:00.000Z,2024-06-23T23:59:59.999Z,2024-06-23T04:19:00.000Z,2024-06-23T21:21:00.000Z,2781,3494.953934,3519.324937,3408.582992,3418.611877,9418141333,4.18014E+11,2024-06-23T23:59:59.999Z
2024-06-22T00:00:00.000Z,2024-06-22T23:59:59.999Z,2024-06-22T00:01:00.000Z,2024-06-22T08:23:00.000Z,2781,3516.551168,3519.497453,3477.169912,3494.813388,7423703673,4.27333E+11,2024-06-22T23:59:59.999Z
2024-06-21T00:00:00.000Z,2024-06-21T23:59:59.999Z,2024-06-21T20:20:00.000Z,2024-06-21T08:58:00.000Z,2781,3511.26837,3542.957239,3447.935612,3516.075562,15933353456,4.29934E+11,2024-06-21T23:59:59.999Z
2024-06-20T00:00:00.000Z,2024-06-20T23:59:59.999Z,2024-06-20T11:09:00.000Z,2024-06-20T16:09:00.000Z,2781,3559.34731,3623.886533,3485.460024,3511.086923,16115123753,4.29319E+11,2024-06-20T23:59:59.999Z
2024-06-19T00:00:00.000Z,2024-06-19T23:59:59.999Z,2024-06-19T04:14:00.000Z,2024-06-19T00:24:00.000Z,2781,3482.350721,3583.319973,3466.481005,3559.34731,15275373778,4.35223E+11,2024-06-19T23:59:59.999Z
2024-06-18T00:00:00.000Z,2024-06-18T23:59:59.999Z,2024-06-18T00:02:00.000Z,2024-06-18T01:46:00.000Z,2781,3510.565201,3514.177137,3371.590339,3483.681354,21022514455,4.25974E+11,2024-06-18T23:59:59.999Z
2024-06-17T00:00:00.000Z,2024-06-17T23:59:59.999Z,2024-06-17T00:40:00.000Z,2024-06-17T16:21:00.000Z,2781,3622.383567,3634.285328,3468.148975,3511.379017,17838856988,4.21925E+11,2024-06-17T23:59:59.999Z
2024-06-16T00:00:00.000Z,2024-06-16T23:59:59.999Z,2024-06-16T22:11:00.000Z,2024-06-16T04:23:00.000Z,2781,3566.7619,3648.092898,3541.53438,3620.563446,9878388158,4.35027E+11,2024-06-16T23:59:59.999Z
2024-06-15T00:00:00.000Z,2024-06-15T23:59:59.999Z,2024-06-15T15:21:00.000Z,2024-06-15T02:04:00.000Z,2781,3479.785617,3589.887397,3473.452747,3565.549506,12733651076,4.28419E+11,2024-06-15T23:59:59.999Z
2024-06-14T00:00:00.000Z,2024-06-14T23:59:59.999Z,2024-06-14T06:48:00.000Z,2024-06-14T18:11:00.000Z,2781,3467.970079,3528.602227,3366.223815,3480.271918,15793876596,4.18159E+11,2024-06-14T23:59:59.999Z
2024-06-13T00:00:00.000Z,2024-06-13T23:59:59.999Z,2024-06-13T00:00:00.000Z,2024-06-13T16:04:00.000Z,2781,3559.725319,3559.725319,3431.333462,3469.281251,14472382154,4.16843E+11,2024-06-13T23:59:59.999Z
2024-06-12T00:00:00.000Z,2024-06-12T23:59:59.999Z,2024-06-12T13:08:00.000Z,2024-06-12T01:43:00.000Z,2781,3497.896902,3652.492277,3463.784988,3559.617645,17142905351,4.27703E+11,2024-06-12T23:59:59.999Z
2024-06-11T00:00:00.000Z,2024-06-11T23:59:59.999Z,2024-06-11T00:20:00.000Z,2024-06-11T17:29:00.000Z,2781,3666.358775,3669.890915,3434.748927,3498.33055,19184721538,4.20344E+11,2024-06-11T23:59:59.999Z
2024-06-10T00:00:00.000Z,2024-06-10T23:59:59.999Z,2024-06-10T15:55:00.000Z,2024-06-10T08:00:00.000Z,2781,3705.877294,3711.428697,3648.164631,3666.717522,10377300126,4.40571E+11,2024-06-10T23:59:59.999Z
2024-06-09T00:00:00.000Z,2024-06-09T23:59:59.999Z,2024-06-09T21:52:00.000Z,2024-06-09T03:00:00.000Z,2781,3680.936001,3719.367764,3668.123638,3705.903804,7910768788,4.45269E+11,2024-06-09T23:59:59.999Z
2024-06-08T00:00:00.000Z,2024-06-08T23:59:59.999Z,2024-06-08T08:00:00.000Z,2024-06-08T13:33:00.000Z,2781,3677.400324,3707.497278,3669.637871,3680.949899,9096091805,4.42263E+11,2024-06-08T23:59:59.999Z
2024-06-07T00:00:00.000Z,2024-06-07T23:59:59.999Z,2024-06-07T12:04:00.000Z,2024-06-07T18:15:00.000Z,2781,3811.666103,3838.452028,3615.280337,3678.629122,18220286186,4.41986E+11,2024-06-07T23:59:59.999Z
2024-06-06T00:00:00.000Z,2024-06-06T23:59:59.999Z,2024-06-06T02:32:00.000Z,2024-06-06T20:03:00.000Z,2781,3864.263326,3878.052269,3761.775284,3811.605851,13606583873,4.57968E+11,2024-06-06T23:59:59.999Z
2024-06-05T00:00:00.000Z,2024-06-05T23:59:59.999Z,2024-06-05T20:02:00.000Z,2024-06-05T05:45:00.000Z,2781,3812.560806,3887.485936,3778.65569,3864.260948,15480034434,4.64285E+11,2024-06-05T23:59:59.999Z
2024-06-04T00:00:00.000Z,2024-06-04T23:59:59.999Z,2024-06-04T17:19:00.000Z,2024-06-04T00:21:00.000Z,2781,3766.47621,3831.365035,3738.134337,3812.515909,13331489271,4.58067E+11,2024-06-04T23:59:59.999Z
2024-06-03T00:00:00.000Z,2024-06-03T23:59:59.999Z,2024-06-03T13:51:00.000Z,2024-06-03T17:13:00.000Z,2781,3780.854358,3848.602928,3758.919921,3766.389157,14082454300,4.52515E+11,2024-06-03T23:59:59.999Z
2024-06-02T00:00:00.000Z,2024-06-02T23:59:59.999Z,2024-06-02T01:04:00.000Z,2024-06-02T18:06:00.000Z,2781,3813.275714,3834.911851,3752.414592,3780.895888,11126903059,4.54247E+11,2024-06-02T23:59:59.999Z
2024-06-01T00:00:00.000Z,2024-06-01T23:59:59.999Z,2024-06-01T22:28:00.000Z,2024-06-01T00:26:00.000Z,2781,3759.884316,3829.294737,3749.840041,3813.198866,8661024535,4.58135E+11,2024-06-01T23:59:59.999Z
2024-05-31T00:00:00.000Z,2024-05-31T23:59:59.999Z,2024-05-31T12:39:00.000Z,2024-05-31T16:19:00.000Z,2781,3746.861608,3843.857589,3723.835197,3760.026686,15290700646,4.51715E+11,2024-05-31T23:59:59.999Z
2024-05-30T00:00:00.000Z,2024-05-30T23:59:59.999Z,2024-05-30T17:38:00.000Z,2024-05-30T08:25:00.000Z,2781,3763.357546,3823.643396,3702.263555,3746.84972,15065849797,4.50147E+11,2024-05-30T23:59:59.999Z
2024-05-29T00:00:00.000Z,2024-05-29T23:59:59.999Z,2024-05-29T04:28:00.000Z,2024-05-29T20:11:00.000Z,2781,3840.235098,3880.648384,3742.041231,3763.196457,17411416736,4.52124E+11,2024-05-29T23:59:59.999Z
2024-05-28T00:00:00.000Z,2024-05-28T23:59:59.999Z,2024-05-28T10:18:00.000Z,2024-05-28T18:53:00.000Z,2781,3892.096913,3924.895646,3771.213897,3840.256432,19846044324,4.61357E+11,2024-05-28T23:59:59.999Z
2024-05-27T00:00:00.000Z,2024-05-27T23:59:59.999Z,2024-05-27T15:48:00.000Z,2024-05-27T00:05:00.000Z,2781,3826.127215,3973.556438,3821.93039,3892.006734,18949181813,4.67573E+11,2024-05-27T23:59:59.999Z
2024-05-26T00:00:00.000Z,2024-05-26T23:59:59.999Z,2024-05-26T16:50:00.000Z,2024-05-26T02:47:00.000Z,2781,3749.179903,3879.47076,3732.022855,3825.897552,14650794791,4.59651E+11,2024-05-26T23:59:59.999Z
2024-05-25T00:00:00.000Z,2024-05-25T23:59:59.999Z,2024-05-25T04:49:00.000Z,2024-05-25T01:00:00.000Z,2781,3726.975696,3776.006471,3710.528344,3749.236571,10000027764,4.50399E+11,2024-05-25T23:59:59.999Z
2024-05-24T00:00:00.000Z,2024-05-24T23:59:59.999Z,2024-05-24T00:48:00.000Z,2024-05-24T08:28:00.000Z,2781,3776.99231,3825.122627,3631.99031,3726.934551,22257061429,4.47726E+11,2024-05-24T23:59:59.999Z
2024-05-23T00:00:00.000Z,2024-05-23T23:59:59.999Z,2024-05-23T12:26:00.000Z,2024-05-23T20:01:00.000Z,2781,3737.178371,3943.553877,3552.642689,3776.927298,45623656317,4.5373E+11,2024-05-23T23:59:59.999Z
2024-05-22T00:00:00.000Z,2024-05-22T23:59:59.999Z,2024-05-22T03:25:00.000Z,2024-05-22T12:54:00.000Z,2781,3789.372745,3810.94839,3655.075231,3737.217868,25155809461,4.48942E+11,2024-05-22T23:59:59.999Z
2024-05-21T00:00:00.000Z,2024-05-21T23:59:59.999Z,2024-05-21T16:32:00.000Z,2024-05-21T05:34:00.000Z,2781,3663.011327,3837.372765,3628.096515,3789.312821,37643853967,4.55208E+11,2024-05-21T23:59:59.999Z
2024-05-20T00:00:00.000Z,2024-05-20T23:59:59.999Z,2024-05-20T23:30:00.000Z,2024-05-20T01:34:00.000Z,2781,3071.8588,3690.805788,3050.29782,3663.855571,31228143948,4.40025E+11,2024-05-20T23:59:59.999Z
2024-05-19T00:00:00.000Z,2024-05-19T23:59:59.999Z,2024-05-19T02:50:00.000Z,2024-05-19T21:35:00.000Z,2781,3122.824669,3137.148401,3056.754317,3071.842949,8747800800,3.69005E+11,2024-05-19T23:59:59.999Z
2024-05-18T00:00:00.000Z,2024-05-18T23:59:59.999Z,2024-05-18T11:50:00.000Z,2024-05-18T01:23:00.000Z,2781,3094.553361,3146.790588,3087.704389,3122.949062,9407051320,3.75121E+11,2024-05-18T23:59:59.999Z
2024-05-17T00:00:00.000Z,2024-05-17T23:59:59.999Z,2024-05-17T16:02:00.000Z,2024-05-17T01:26:00.000Z,2781,2945.137079,3120.301724,2934.112497,3094.118761,14449438097,3.71719E+11,2024-05-17T23:59:59.999Z
2024-05-16T00:00:00.000Z,2024-05-16T23:59:59.999Z,2024-05-16T00:12:00.000Z,2024-05-16T22:12:00.000Z,2781,3036.01423,3041.807099,2925.087365,2945.131066,13035465176,3.53765E+11,2024-05-16T23:59:59.999Z
2024-05-15T00:00:00.000Z,2024-05-15T23:59:59.999Z,2024-05-15T23:47:00.000Z,2024-05-15T00:55:00.000Z,2781,2881.224634,3041.602315,2864.735445,3037.056645,14666902956,3.64676E+11,2024-05-15T23:59:59.999Z
2024-05-14T00:00:00.000Z,2024-05-14T23:59:59.999Z,2024-05-14T01:41:00.000Z,2024-05-14T17:40:00.000Z,2781,2949.213176,2959.546555,2863.545842,2881.158053,12444516140,3.46078E+11,2024-05-14T23:59:59.999Z
2024-05-13T00:00:00.000Z,2024-05-13T23:59:59.999Z,2024-05-13T09:28:00.000Z,2024-05-13T03:16:00.000Z,2781,2928.814051,2994.869213,2865.134481,2949.359561,13352264795,3.5424E+11,2024-05-13T23:59:59.999Z
2024-05-12T00:00:00.000Z,2024-05-12T23:59:59.999Z,2024-05-12T16:22:00.000Z,2024-05-12T07:35:00.000Z,2781,2911.65822,2953.047466,2902.201951,2928.702013,5908941395,3.51783E+11,2024-05-12T23:59:59.999Z
2024-05-11T00:00:00.000Z,2024-05-11T23:59:59.999Z,2024-05-11T15:20:00.000Z,2024-05-11T11:18:00.000Z,2781,2909.84551,2942.178664,2888.083369,2911.602056,6795916454,3.49717E+11,2024-05-11T23:59:59.999Z
